# Date:     2025-02-15 20:36:50
# Database: ocvs
# Target:   lmc_rrlyr
# Query:    (type='RRab') 
# Objects:  29151
# Columns:
# ID	Type	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1
OGLE-LMC-RRLYR-00228	RRab	69.087375	-70.612694	18.875	19.520	0.645	0.56465120	0.00000110	6000.48045	0.534	0.401	4.178	0.350	2.402
OGLE-LMC-RRLYR-00229	RRab	69.091545	-68.275500	18.754	19.260	0.506	0.56125990	0.00000060	6000.11140	0.698	0.459	4.254	0.397	2.242
OGLE-LMC-RRLYR-00230	RRab	69.092715	-67.032944	18.620	19.161	0.541	0.59132960	0.00000070	6000.37053	0.597	0.505	4.281	0.372	2.567
OGLE-LMC-RRLYR-00231	RRab	69.099630	-69.675722	18.704	19.328	0.624	0.67326590	0.00000130	6000.44365	0.520	0.501	4.523	0.316	3.003
OGLE-LMC-RRLYR-00232	RRab	69.101250	-68.167667	18.847	19.469	0.622	0.57926210	0.00000090	6000.21739	0.553	0.421	4.227	0.382	2.575
OGLE-LMC-RRLYR-00234	RRab	69.112995	-69.044472	19.029	19.673	0.644	0.55797610	0.00000130	6000.03228	0.414	0.459	4.556	0.267	3.058
OGLE-LMC-RRLYR-00235	RRab	69.131910	-70.293056	18.713	19.298	0.585	0.60544670	0.00000120	6000.32697	0.502	0.403	4.230	0.318	2.182
OGLE-LMC-RRLYR-00236	RRab	69.131955	-69.245056	18.839	19.429	0.590	0.57753270	0.00000080	6000.17785	0.588	0.479	4.181	0.389	2.563
OGLE-LMC-RRLYR-00238	RRab	69.139995	-69.132306	18.626	19.283	0.657	0.72634110	0.00000220	6000.56538	0.317	0.399	4.697	0.220	3.296
OGLE-LMC-RRLYR-00239	RRab	69.151875	-68.426611	19.017	19.532	0.515	0.51133210	0.00000070	6000.50753	0.781	0.502	4.181	0.373	2.345
OGLE-LMC-RRLYR-00240	RRab	69.156750	-67.111806	18.478	19.102	0.624	0.73130280	0.00000190	6000.29311	0.284	0.388	4.774	0.226	3.638
OGLE-LMC-RRLYR-00241	RRab	69.157920	-68.925444	18.672	19.313	0.641	0.61041530	0.00000170	6000.26140	0.582	0.471	4.292	0.311	2.444
OGLE-LMC-RRLYR-00244	RRab	69.171660	-67.306417	18.804	19.298	0.494	0.55405120	0.00000080	6000.44972	0.661	0.439	4.213	0.338	2.234
OGLE-LMC-RRLYR-00245	RRab	69.182625	-69.998000	18.915	19.500	0.585	0.53095570	0.00000070	6000.17299	0.577	0.482	4.144	0.319	2.291
OGLE-LMC-RRLYR-00246	RRab	69.187290	-69.387806	18.794	19.423	0.629	0.64026070	0.00000690	6000.02163	0.119	0.141	-99.99	0.000	-99.99
OGLE-LMC-RRLYR-00248	RRab	69.192000	-67.495083	18.792	19.341	0.549	0.54064110	0.00000090	6000.07892	0.689	0.512	4.255	0.323	2.400
OGLE-LMC-RRLYR-00249	RRab	69.195255	-70.412389	19.054	19.635	0.581	0.49496180	0.00000090	6000.46082	0.735	0.532	4.062	0.354	2.015
OGLE-LMC-RRLYR-00251	RRab	69.210420	-70.080222	18.471	19.057	0.586	0.67436270	0.00000130	6000.31575	0.635	0.516	4.319	0.359	2.603
OGLE-LMC-RRLYR-00254	RRab	69.229545	-68.519972	18.598	19.145	0.547	0.51206250	0.00000040	6000.26219	0.828	0.467	4.124	0.368	2.193
OGLE-LMC-RRLYR-00256	RRab	69.239160	-70.396667	18.877	19.457	0.580	0.56201410	0.00000130	6000.12915	0.491	0.410	4.262	0.285	2.310
OGLE-LMC-RRLYR-00257	RRab	69.244410	-66.735917	18.761	19.239	0.478	0.53802730	0.00000080	6000.05014	0.566	0.425	4.131	0.281	2.414
OGLE-LMC-RRLYR-00258	RRab	69.247125	-67.961583	18.721	19.251	0.530	0.55303980	0.00000050	6000.36521	0.771	0.446	4.143	0.355	2.110
OGLE-LMC-RRLYR-00261	RRab	69.263670	-67.231556	18.603	19.208	0.605	0.59951310	0.00000130	6000.21341	0.382	0.425	4.566	0.275	3.127
OGLE-LMC-RRLYR-00262	RRab	69.268995	-68.411306	18.740	19.356	0.616	0.62479440	0.00000120	6000.09441	0.470	0.480	4.475	0.327	2.961
OGLE-LMC-RRLYR-00263	RRab	69.270420	-67.512583	18.728	19.311	0.583	0.59970120	0.00000080	6000.28155	0.554	0.482	4.382	0.358	2.756
OGLE-LMC-RRLYR-00264	RRab	69.276960	-68.009667	18.687	19.288	0.601	0.59364200	0.00000070	6000.37245	0.554	0.460	4.416	0.361	2.603
OGLE-LMC-RRLYR-00265	RRab	69.286875	-68.060861	18.741	19.337	0.596	0.58062290	0.00000130	6000.08442	0.549	0.463	4.409	0.348	2.785
OGLE-LMC-RRLYR-00266	RRab	69.294255	-66.830722	18.695	19.283	0.588	0.63711470	0.00000160	6000.16662	0.413	0.405	4.255	0.324	2.561
OGLE-LMC-RRLYR-00268	RRab	69.297960	-70.514750	19.076	19.741	0.665	0.51587890	0.00000070	6000.50582	0.714	0.491	4.053	0.358	2.105
OGLE-LMC-RRLYR-00269	RRab	69.303045	-67.127611	19.000	19.596	0.596	0.59704200	0.00000150	6000.29105	0.424	0.468	4.797	0.261	3.336
OGLE-LMC-RRLYR-00271	RRab	69.318795	-68.485694	18.870	19.374	0.504	0.49388640	0.00000050	6000.05398	0.817	0.465	4.124	0.373	2.025
OGLE-LMC-RRLYR-00272	RRab	69.325875	-70.536583	18.837	19.543	0.706	0.52343280	0.00000160	6000.16545	0.556	0.422	4.264	0.220	2.124
OGLE-LMC-RRLYR-00273	RRab	69.329580	-68.346528	18.836	19.389	0.553	0.51837590	0.00000210	6000.14574	0.412	0.534	4.353	0.369	2.721
OGLE-LMC-RRLYR-00274	RRab	69.331710	-68.910583	18.689	19.387	0.698	0.65132900	0.00000340	6000.27678	0.212	0.352	4.640	0.100	3.549
OGLE-LMC-RRLYR-00275	RRab	69.336795	-69.324444	18.935	19.611	0.676	0.64386130	0.00000390	6000.32260	0.231	0.335	4.937	0.127	3.468
OGLE-LMC-RRLYR-00276	RRab	69.336795	-68.406056	19.015	19.534	0.519	0.48415700	0.00000120	6000.40705	0.778	0.483	4.177	0.326	2.238
OGLE-LMC-RRLYR-00277	RRab	69.339000	-69.121833	19.200	19.729	0.529	0.45525950	0.00000060	6000.05472	0.779	0.551	4.345	0.345	2.601
OGLE-LMC-RRLYR-00278	RRab	69.339375	-66.943000	18.785	19.407	0.622	0.58296760	0.00000190	6000.51228	0.479	0.483	4.252	0.352	2.755
OGLE-LMC-RRLYR-00279	RRab	69.343245	-70.030389	18.900	19.511	0.611	0.58350630	0.00000110	6000.23743	0.511	0.493	4.297	0.329	2.541
OGLE-LMC-RRLYR-00280	RRab	69.345840	-68.266000	18.829	19.412	0.583	0.58842660	0.00000150	6000.47697	0.420	0.408	4.315	0.237	2.684
OGLE-LMC-RRLYR-00283	RRab	69.369045	-68.400083	18.979	19.529	0.550	0.53833600	0.00000070	6000.18567	0.717	0.478	4.244	0.386	2.439
OGLE-LMC-RRLYR-00284	RRab	69.375165	-70.220750	18.630	20.350	1.720	0.70912510	0.00000400	6000.23929	0.386	0.383	4.602	0.274	3.169
OGLE-LMC-RRLYR-00285	RRab	69.385335	-68.901944	18.848	19.467	0.619	0.55728450	0.00000120	6000.19047	0.515	0.425	4.259	0.300	2.363
OGLE-LMC-RRLYR-00286	RRab	69.410670	-69.308694	18.760	19.438	0.678	0.62547030	0.00000310	6000.33774	0.330	0.404	4.612	0.258	2.839
OGLE-LMC-RRLYR-00287	RRab	69.411090	-68.116028	18.659	19.197	0.538	0.55966790	0.00000650	6000.45415	0.153	0.105	-99.99	0.094	-99.99
OGLE-LMC-RRLYR-00288	RRab	69.411090	-68.887389	18.758	19.300	0.542	0.52290810	0.00000070	6000.09636	0.622	0.412	4.073	0.255	1.896
OGLE-LMC-RRLYR-00289	RRab	69.414375	-67.536278	18.795	19.418	0.623	0.56807640	0.00000520	6000.21359	0.437	0.304	4.392	0.110	1.937
OGLE-LMC-RRLYR-00292	RRab	69.420255	-70.478528	18.977	19.415	0.438	0.55270160	0.00000260	6000.10124	0.336	0.271	4.080	0.156	2.120
OGLE-LMC-RRLYR-00294	RRab	69.423045	-67.849972	18.866	19.469	0.603	0.56607640	0.00000100	6000.07297	0.563	0.498	4.281	0.346	2.523
OGLE-LMC-RRLYR-00295	RRab	69.424785	-69.259222	18.857	19.551	0.694	0.65018570	0.00000960	6000.01207	0.116	0.202	-99.99	0.000	-99.99
OGLE-LMC-RRLYR-00296	RRab	69.426915	-67.412833	18.843	19.376	0.533	0.57657160	0.00000100	6000.10718	0.627	0.518	4.322	0.352	2.673
OGLE-LMC-RRLYR-00297	RRab	69.434160	-68.339056	18.647	19.259	0.612	0.67710930	0.00000220	6000.50923	0.558	0.440	4.400	0.294	2.767
OGLE-LMC-RRLYR-00298	RRab	69.438090	-67.123583	18.698	19.262	0.564	0.59752490	0.00000100	6000.05182	0.469	0.448	4.395	0.313	2.736
OGLE-LMC-RRLYR-00299	RRab	69.449835	-70.251611	18.720	19.239	0.519	0.56891920	0.00000060	6000.00706	0.700	0.388	4.121	0.357	1.800
OGLE-LMC-RRLYR-00300	RRab	69.451620	-68.312583	18.805	19.354	0.549	0.55647300	0.00000080	6000.41355	0.637	0.520	4.188	0.386	2.325
OGLE-LMC-RRLYR-00301	RRab	69.454710	-69.132389	18.812	19.463	0.651	0.61266090	0.00000110	6000.06163	0.610	0.524	4.312	0.362	2.548
OGLE-LMC-RRLYR-00303	RRab	69.471630	-67.693611	18.730	19.326	0.596	0.59920330	0.00000100	6000.14790	0.497	0.465	4.415	0.351	2.767
OGLE-LMC-RRLYR-00304	RRab	69.481785	-69.675611	18.762	19.442	0.680	0.63362020	0.00000140	6000.34371	0.400	0.465	4.319	0.293	2.946
OGLE-LMC-RRLYR-00306	RRab	69.496500	-67.642972	19.120	19.618	0.498	0.45276980	0.00000060	6000.04739	0.647	0.580	4.269	0.342	2.744
OGLE-LMC-RRLYR-00307	RRab	69.497880	-68.254639	19.048	19.649	0.601	0.51890000	0.00000110	6000.29920	0.466	0.516	4.620	0.323	3.101
OGLE-LMC-RRLYR-00308	RRab	69.497880	-67.009306	19.196	19.650	0.454	0.39637770	0.00000030	6000.06072	0.851	0.567	4.112	0.394	2.193
OGLE-LMC-RRLYR-00309	RRab	69.502005	-68.118889	18.627	19.218	0.591	0.60632760	0.00000210	6000.21193	0.350	0.425	4.623	0.245	3.177
OGLE-LMC-RRLYR-00310	RRab	69.507210	-68.511000	18.430	19.040	0.610	0.70777550	0.00000330	6000.56369	0.396	0.473	4.599	0.281	3.022
OGLE-LMC-RRLYR-00311	RRab	69.510090	-66.998972	18.753	19.237	0.484	0.53802810	0.00000110	6000.53061	0.577	0.397	4.143	0.190	2.099
OGLE-LMC-RRLYR-00312	RRab	69.512295	-70.691139	19.062	19.625	0.563	0.48694960	0.00000050	6000.37766	0.804	0.509	4.173	0.389	2.181
OGLE-LMC-RRLYR-00313	RRab	69.515910	-67.991417	19.335	19.700	0.365	0.34937770	0.00000030	6000.23187	0.899	0.508	4.052	0.383	2.015
OGLE-LMC-RRLYR-00315	RRab	69.534285	-69.767722	18.953	19.497	0.544	0.51197020	0.00000070	6000.05839	0.706	0.473	4.225	0.357	2.314
OGLE-LMC-RRLYR-00316	RRab	69.536835	-67.141528	18.686	-99.99	-99.99	0.56864470	0.00000070	6000.09526	0.575	0.526	3.974	0.440	2.365
OGLE-LMC-RRLYR-00317	RRab	69.537960	-68.908694	18.345	18.908	0.563	0.60061800	0.00000210	6000.18545	0.559	0.429	4.265	0.261	2.011
OGLE-LMC-RRLYR-00319	RRab	69.547920	-68.624833	18.800	19.403	0.603	0.65724760	0.00000360	6000.47334	0.242	0.369	4.587	0.136	3.485
OGLE-LMC-RRLYR-00320	RRab	69.558120	-69.472500	18.946	19.497	0.551	0.48258490	0.00000050	6000.03766	0.843	0.454	4.119	0.367	1.985
OGLE-LMC-RRLYR-00321	RRab	69.559035	-68.781056	18.976	19.597	0.621	0.54873760	0.00000240	6000.40677	0.483	0.425	4.309	0.298	2.615
OGLE-LMC-RRLYR-00323	RRab	69.569415	-68.240417	18.846	19.342	0.496	0.50761230	0.00000130	6000.31260	0.600	0.384	4.192	0.212	2.173
OGLE-LMC-RRLYR-00324	RRab	69.577920	-70.687361	19.123	19.692	0.569	0.52273610	0.00000240	6000.14615	0.499	0.413	4.219	0.238	2.425
OGLE-LMC-RRLYR-00325	RRab	69.578205	-70.500722	18.563	19.199	0.636	0.81288640	0.00000440	6000.31585	0.244	0.390	4.757	0.150	3.443
OGLE-LMC-RRLYR-00326	RRab	69.579495	-70.101694	18.363	18.914	0.551	0.45863010	0.00000090	6000.10963	0.374	0.304	4.498	0.127	2.628
OGLE-LMC-RRLYR-00327	RRab	69.581370	-69.021556	18.905	19.464	0.559	0.51196530	0.00000090	6000.20364	0.599	0.429	4.108	0.292	2.198
OGLE-LMC-RRLYR-00329	RRab	69.587715	-69.681917	18.909	19.518	0.609	0.53811910	0.00000070	6000.21518	0.697	0.483	4.193	0.396	2.398
OGLE-LMC-RRLYR-00331	RRab	69.590295	-69.747444	18.858	19.499	0.641	0.62816030	0.00000270	6000.09267	0.376	0.460	4.628	0.247	3.059
OGLE-LMC-RRLYR-00332	RRab	69.597540	-70.654722	19.056	19.826	0.770	0.64068650	0.00000380	6000.51105	0.296	0.462	4.621	0.208	2.953
OGLE-LMC-RRLYR-00334	RRab	69.619590	-66.789806	18.814	19.268	0.454	0.52742510	0.00000060	6000.14529	0.710	0.433	4.197	0.311	2.082
OGLE-LMC-RRLYR-00335	RRab	69.619830	-68.576639	18.666	19.282	0.616	0.62051530	0.00000200	6000.54859	0.306	0.398	4.583	0.277	3.164
OGLE-LMC-RRLYR-00336	RRab	69.623580	-69.362917	18.839	19.451	0.612	0.60193430	0.00000370	6000.38214	0.443	0.321	4.355	0.242	2.466
OGLE-LMC-RRLYR-00337	RRab	69.626580	-67.758306	18.816	-99.99	-99.99	0.54721050	0.00000270	6000.14585	0.662	0.478	4.277	0.361	2.587
OGLE-LMC-RRLYR-00338	RRab	69.636870	-69.699500	18.794	19.453	0.659	0.63470460	0.00000230	6000.02760	0.339	0.408	4.408	0.224	3.044
OGLE-LMC-RRLYR-00339	RRab	69.648165	-69.225306	18.699	19.308	0.609	0.55556340	0.00000110	6000.32714	0.512	0.474	4.424	0.332	2.545
OGLE-LMC-RRLYR-00341	RRab	69.658665	-67.091333	18.733	19.269	0.536	0.57058030	0.00000050	6000.50614	0.737	0.478	4.197	0.381	2.335
OGLE-LMC-RRLYR-00342	RRab	69.661035	-68.655944	18.927	19.424	0.497	0.52181240	0.00000050	6000.21868	0.861	0.450	4.069	0.375	2.014
OGLE-LMC-RRLYR-00344	RRab	69.665580	-69.162528	18.675	19.254	0.579	0.67207380	0.00000090	6000.27191	0.603	0.524	4.375	0.349	2.723
OGLE-LMC-RRLYR-00345	RRab	69.665715	-68.736972	18.913	19.451	0.538	0.50142230	0.00000180	6000.28809	0.511	0.297	4.067	0.057	-99.99
OGLE-LMC-RRLYR-00347	RRab	69.674130	-67.363806	18.701	19.220	0.519	0.54917840	0.00000070	6000.32100	0.634	0.476	4.176	0.357	2.370
OGLE-LMC-RRLYR-00348	RRab	69.681120	-69.158361	18.764	19.352	0.588	0.56492270	0.00000070	6000.28821	0.742	0.499	4.228	0.387	2.320
OGLE-LMC-RRLYR-00350	RRab	69.683130	-69.732056	18.850	19.507	0.657	0.63853520	0.00000220	6000.12367	0.333	0.479	4.594	0.233	3.289
OGLE-LMC-RRLYR-00351	RRab	69.687000	-68.602528	18.876	19.389	0.513	0.51480310	0.00000040	6000.23589	0.817	0.464	4.078	0.364	2.062
OGLE-LMC-RRLYR-00352	RRab	69.687045	-67.450250	18.932	19.413	0.481	0.52251040	0.00000070	6000.23304	0.763	0.491	4.119	0.374	2.260
OGLE-LMC-RRLYR-00353	RRab	69.688335	-68.908028	18.799	19.407	0.608	0.56470140	0.00000070	6000.37748	0.648	0.493	4.172	0.371	2.353
OGLE-LMC-RRLYR-00358	RRab	69.712290	-70.671917	18.917	19.651	0.734	0.63963700	0.00000310	6000.04141	0.264	0.378	4.596	0.204	3.429
OGLE-LMC-RRLYR-00360	RRab	69.726255	-68.644500	18.939	19.497	0.558	0.52648430	0.00000060	6000.34275	0.710	0.513	4.269	0.395	2.451
OGLE-LMC-RRLYR-00361	RRab	69.726330	-69.384444	18.771	19.449	0.678	0.66716900	0.00000140	6000.22490	0.489	0.463	4.468	0.328	2.930
OGLE-LMC-RRLYR-00363	RRab	69.733620	-67.735472	18.767	19.308	0.541	0.54373950	0.00000100	6000.52860	0.593	0.483	4.395	0.282	2.725
OGLE-LMC-RRLYR-00364	RRab	69.741375	-70.635083	19.075	-99.99	-99.99	0.48211210	0.00000210	6000.07653	0.836	0.462	4.058	0.316	1.929
OGLE-LMC-RRLYR-00365	RRab	69.741795	-69.939944	18.790	19.430	0.640	0.63113740	0.00000270	6000.52146	0.355	0.423	4.609	0.271	3.079
OGLE-LMC-RRLYR-00366	RRab	69.757125	-69.687500	18.798	19.373	0.575	0.58363820	0.00000100	6000.04794	0.543	0.449	4.312	0.381	2.586
OGLE-LMC-RRLYR-00367	RRab	69.763455	-68.863111	18.710	19.307	0.597	0.54863730	0.00000080	6000.22676	0.529	0.426	4.087	0.329	2.251
OGLE-LMC-RRLYR-00368	RRab	69.769545	-69.291694	18.896	19.474	0.578	0.55841110	0.00000230	6000.26473	0.716	0.369	4.086	0.218	1.844
OGLE-LMC-RRLYR-00370	RRab	69.775830	-66.651167	18.763	19.350	0.587	0.61009560	0.00000160	6000.11176	0.448	0.410	4.409	0.279	2.386
OGLE-LMC-RRLYR-00373	RRab	69.784290	-67.406639	18.570	19.149	0.579	0.57428160	0.00000170	6000.01341	0.537	0.446	4.216	0.304	2.322
OGLE-LMC-RRLYR-00375	RRab	69.791340	-69.114389	18.717	19.323	0.606	0.62750060	0.00000090	6000.58093	0.654	0.546	4.378	0.336	2.731
OGLE-LMC-RRLYR-00377	RRab	69.801840	-70.466306	18.726	19.386	0.660	0.59512960	0.00000090	6000.01637	0.534	0.471	4.356	0.384	2.722
OGLE-LMC-RRLYR-00378	RRab	69.811500	-69.318250	18.999	19.493	0.494	0.46673150	0.00000050	6000.26584	0.832	0.473	4.126	0.343	2.063
OGLE-LMC-RRLYR-00379	RRab	69.820995	-69.472889	18.974	19.667	0.693	0.62901990	0.00000150	6000.03197	0.574	0.524	4.445	0.347	2.859
OGLE-LMC-RRLYR-00381	RRab	69.831255	-70.505306	19.032	20.032	1.000	0.61190510	0.00000290	6000.21529	0.335	0.385	4.361	0.377	3.015
OGLE-LMC-RRLYR-00383	RRab	69.840285	-69.095806	19.167	19.712	0.545	0.46081330	0.00000100	6000.10366	0.661	0.507	4.296	0.302	2.377
OGLE-LMC-RRLYR-00384	RRab	69.841170	-69.303944	18.831	19.516	0.685	0.57272420	0.00000090	6000.30715	0.591	0.502	4.270	0.351	2.668
OGLE-LMC-RRLYR-00385	RRab	69.842955	-66.947306	18.793	19.392	0.599	0.62610420	0.00000170	6000.31089	0.354	0.435	4.549	0.279	2.835
OGLE-LMC-RRLYR-00386	RRab	69.843330	-68.455333	18.735	19.344	0.609	0.59907550	0.00000140	6000.25278	0.477	0.475	4.408	0.346	2.844
OGLE-LMC-RRLYR-00389	RRab	69.853410	-70.335833	18.561	19.273	0.712	0.85503520	0.00000990	6000.50763	0.332	0.396	4.978	0.101	-99.99
OGLE-LMC-RRLYR-00390	RRab	69.860835	-67.584306	18.805	19.409	0.604	0.64940960	0.00000360	6000.57598	0.224	0.353	4.678	0.169	3.748
OGLE-LMC-RRLYR-00392	RRab	69.869580	-70.656667	18.610	19.325	0.715	0.64362120	0.00000130	6000.33915	0.350	0.440	4.384	0.310	2.808
OGLE-LMC-RRLYR-00394	RRab	69.888840	-68.156056	18.522	19.206	0.684	0.62825040	0.00000280	6000.26096	0.195	0.305	4.543	0.142	3.111
OGLE-LMC-RRLYR-00396	RRab	69.904590	-68.779222	18.782	19.405	0.623	0.64398840	0.00000570	6000.53206	0.176	0.268	4.400	0.183	2.965
OGLE-LMC-RRLYR-00397	RRab	69.908415	-70.033389	18.869	19.452	0.583	0.57800850	0.00000120	6000.57781	0.509	0.460	4.336	0.359	2.684
OGLE-LMC-RRLYR-00398	RRab	69.909465	-67.223250	18.727	19.268	0.541	0.53966070	0.00000100	6000.13900	0.609	0.452	4.169	0.329	2.180
OGLE-LMC-RRLYR-00399	RRab	69.911955	-69.624472	18.866	19.558	0.692	0.65744100	0.00001060	6000.58203	0.102	0.000	-99.99	0.000	-99.99
OGLE-LMC-RRLYR-00400	RRab	69.920910	-70.473806	19.076	19.783	0.707	0.57906040	0.00000120	6000.08471	0.530	0.442	4.327	0.333	2.814
OGLE-LMC-RRLYR-00401	RRab	69.939375	-69.188361	18.706	-99.99	-99.99	0.70812450	0.00000290	6000.67476	0.355	0.379	4.832	0.293	2.931
OGLE-LMC-RRLYR-00402	RRab	69.939960	-70.012389	18.971	19.578	0.607	0.52469090	0.00000170	6000.49945	0.545	0.402	4.310	0.265	2.393
OGLE-LMC-RRLYR-00404	RRab	69.944835	-68.427250	18.786	19.392	0.606	0.66062160	0.00000170	6000.06089	0.350	0.374	4.607	0.309	3.122
OGLE-LMC-RRLYR-00405	RRab	69.945465	-69.091944	18.749	-99.99	-99.99	0.78770830	0.00000710	6000.75519	0.240	0.000	-99.99	0.000	-99.99
OGLE-LMC-RRLYR-00408	RRab	69.961035	-70.256722	19.003	19.680	0.677	0.64525820	0.00000340	6000.10855	0.255	0.341	4.626	0.169	3.124
OGLE-LMC-RRLYR-00409	RRab	69.962790	-70.421528	18.757	19.429	0.672	0.62624330	0.00000130	6000.28294	0.496	0.541	4.515	0.332	2.853
OGLE-LMC-RRLYR-00411	RRab	69.972375	-70.588000	18.988	19.642	0.654	0.52230710	0.00000070	6000.28560	0.683	0.526	4.194	0.385	2.384
OGLE-LMC-RRLYR-00412	RRab	69.977835	-68.229528	18.735	19.208	0.473	0.53847990	0.00000050	6000.03938	0.737	0.437	4.088	0.374	2.124
OGLE-LMC-RRLYR-00413	RRab	69.978840	-70.263083	18.793	19.420	0.627	0.61994420	0.00000270	6000.24735	0.497	0.413	4.206	0.216	2.220
OGLE-LMC-RRLYR-00415	RRab	69.985710	-69.754972	18.859	19.448	0.589	0.52782480	0.00000070	6000.33457	0.696	0.447	4.026	0.376	2.147
OGLE-LMC-RRLYR-00416	RRab	69.986580	-67.182389	18.844	19.361	0.517	0.51166120	0.00000100	6000.16519	0.493	0.456	4.203	0.271	2.368
OGLE-LMC-RRLYR-00417	RRab	69.989955	-69.112278	18.836	19.414	0.578	0.54594240	0.00000060	6000.46293	0.698	0.444	4.248	0.334	2.164
OGLE-LMC-RRLYR-00418	RRab	69.992580	-68.927528	19.061	19.625	0.564	0.45020330	0.00000100	6000.16590	0.554	0.515	4.146	0.293	2.238
OGLE-LMC-RRLYR-00420	RRab	69.997995	-67.433278	18.766	19.338	0.572	0.61553150	0.00000210	6000.56404	0.330	0.368	4.393	0.241	2.834
OGLE-LMC-RRLYR-00422	RRab	70.008000	-70.430250	18.873	19.443	0.570	0.57559930	0.00000090	6000.35477	0.623	0.444	4.314	0.385	2.376
OGLE-LMC-RRLYR-00423	RRab	70.012125	-67.730806	18.948	20.213	1.265	0.50657960	0.00000060	6000.22289	0.585	0.361	4.145	0.232	3.017
OGLE-LMC-RRLYR-00426	RRab	70.044255	-69.158861	18.767	19.315	0.548	0.59659250	0.00000070	6000.50339	0.725	0.493	4.167	0.385	2.324
OGLE-LMC-RRLYR-00427	RRab	70.044870	-70.522083	18.936	19.479	0.543	0.48845270	0.00000240	6000.24381	0.432	0.400	3.794	0.194	1.653
OGLE-LMC-RRLYR-00429	RRab	70.050495	-70.724222	19.058	19.754	0.696	0.56970450	0.00000110	6000.56410	0.640	0.438	4.129	0.397	2.284
OGLE-LMC-RRLYR-00431	RRab	70.052880	-69.446806	18.753	19.408	0.655	0.61913600	0.00000110	6000.16792	0.559	0.481	4.348	0.313	2.763
OGLE-LMC-RRLYR-00433	RRab	70.056915	-68.584139	18.863	19.478	0.615	0.58726260	0.00000250	6000.19715	0.395	0.383	4.323	0.232	2.398
OGLE-LMC-RRLYR-00435	RRab	70.072545	-68.666639	18.852	19.340	0.488	0.50243150	0.00000100	6000.34874	0.658	0.435	4.158	0.260	2.278
OGLE-LMC-RRLYR-00436	RRab	70.076670	-68.750333	18.678	19.254	0.576	0.56828330	0.00000100	6000.30110	0.622	0.425	4.210	0.351	2.150
OGLE-LMC-RRLYR-00438	RRab	70.089120	-67.505889	18.722	19.233	0.511	0.53021600	0.00000040	6000.48809	0.793	0.489	4.104	0.365	2.180
OGLE-LMC-RRLYR-00439	RRab	70.089540	-67.830000	18.823	19.362	0.539	0.55340850	0.00000090	6000.16307	0.645	0.438	4.259	0.374	2.496
OGLE-LMC-RRLYR-00440	RRab	70.093290	-68.322028	18.874	19.373	0.499	0.48378850	0.00000040	6000.42699	0.814	0.404	4.179	0.321	1.980
OGLE-LMC-RRLYR-00442	RRab	70.101630	-67.573361	18.750	19.288	0.538	0.57405150	0.00000090	6000.25465	0.583	0.466	4.241	0.354	2.553
OGLE-LMC-RRLYR-00444	RRab	70.116045	-67.167944	18.477	18.985	0.508	0.70630170	0.00000140	6000.36146	0.604	0.478	4.442	0.316	2.671
OGLE-LMC-RRLYR-00445	RRab	70.119165	-70.060528	18.837	19.490	0.653	0.60559660	0.00000160	6000.52068	0.447	0.442	4.494	0.346	2.911
OGLE-LMC-RRLYR-00446	RRab	70.120035	-67.980167	18.837	19.283	0.446	0.48006310	0.00000080	6000.08644	0.621	0.432	3.982	0.230	1.915
OGLE-LMC-RRLYR-00447	RRab	70.121580	-69.609861	18.868	-99.99	-99.99	0.65497200	0.00000380	6000.06627	0.259	0.481	3.426	0.333	-99.99
OGLE-LMC-RRLYR-00449	RRab	70.142130	-68.407972	18.407	19.017	0.610	0.71302940	0.00000100	6000.31644	0.529	0.463	4.258	0.353	2.586
OGLE-LMC-RRLYR-00450	RRab	70.144995	-70.319972	18.933	19.555	0.622	0.56139860	0.00000070	6000.38970	0.640	0.494	4.173	0.400	2.472
OGLE-LMC-RRLYR-00451	RRab	70.152420	-69.059389	18.981	19.590	0.609	0.54876330	0.00000100	6000.39584	0.644	0.496	4.286	0.408	2.494
OGLE-LMC-RRLYR-00452	RRab	70.153080	-68.663528	18.955	19.537	0.582	0.58011900	0.00000130	6000.28846	0.582	0.417	4.257	0.362	2.556
OGLE-LMC-RRLYR-00453	RRab	70.153785	-67.873917	18.841	19.345	0.504	0.53397010	0.00000120	6000.39284	0.596	0.397	4.116	0.269	2.057
OGLE-LMC-RRLYR-00454	RRab	70.155660	-69.147833	18.881	19.575	0.694	0.63060630	0.00000230	6000.23066	0.327	0.408	4.814	0.246	3.333
OGLE-LMC-RRLYR-00455	RRab	70.155705	-70.050611	17.295	17.855	0.560	0.49084890	0.00000020	6000.19584	0.827	0.483	4.149	0.377	2.163
OGLE-LMC-RRLYR-00456	RRab	70.163160	-70.070528	18.866	19.547	0.681	0.63887800	0.00000320	6000.50470	0.245	0.315	4.826	0.000	-99.99
OGLE-LMC-RRLYR-00457	RRab	70.163535	-69.496083	19.060	19.658	0.598	0.53285160	0.00000050	6000.09502	0.813	0.465	4.116	0.384	2.179
OGLE-LMC-RRLYR-00458	RRab	70.164465	-67.955750	18.878	19.473	0.595	0.53606940	0.00000050	6000.01811	0.687	0.453	4.179	0.359	2.158
