# Date:     2025-02-15 17:51:33
# Database: ocvs
# Target:   lmc_cepheids
# Query:    TRUE 
# Objects:  4713
# Columns:
# ID	Mode	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1
OGLE-LMC-CEP-3460	1	73.707285	-71.797889	16.115	16.648	0.533	1.1622511	0.0000035	6000.07572	0.339	0.250	4.345	0.062	2.341
OGLE-LMC-CEP-3461	F	73.708290	-66.126778	14.341	15.242	0.901	3.6499886	0.0000059	6000.50932	0.332	0.445	4.341	0.248	2.471
OGLE-LMC-CEP-3462	1	73.780755	-71.519917	15.211	15.705	0.494	1.8012273	0.0000078	6001.71253	0.113	0.107	4.465	0.000	-99.99
OGLE-LMC-CEP-3463	1	73.784790	-72.962917	16.377	17.095	0.718	1.2233950	0.0000034	6001.01147	0.161	0.180	4.336	0.039	3.206
OGLE-LMC-CEP-3464	F	73.795170	-65.400889	14.538	15.227	0.689	5.2404881	0.0000140	6001.64813	0.594	0.464	4.760	0.213	3.227
OGLE-LMC-CEP-3465	1	73.797495	-66.464611	14.288	15.009	0.721	4.8252332	0.0000550	6001.73916	0.189	0.182	4.389	0.080	2.339
OGLE-LMC-CEP-3466	F	73.806540	-65.277250	15.280	15.938	0.658	2.9852914	0.0000049	6002.54854	0.486	0.467	4.454	0.241	2.696
OGLE-LMC-CEP-3467	F	73.823745	-66.216417	16.205	16.828	0.623	1.8966838	0.0000155	6000.66384	0.333	0.390	4.362	0.181	2.505
OGLE-LMC-CEP-3468	1	73.852545	-66.200194	15.878	16.489	0.611	1.3936587	0.0000037	6000.09882	0.215	0.186	4.570	0.048	2.814
OGLE-LMC-CEP-3469	F	73.855005	-71.390000	14.695	15.489	0.794	5.3651931	0.0000109	6002.42147	0.467	0.417	4.891	0.161	3.447
OGLE-LMC-CEP-3470	F	73.876080	-66.323028	14.120	14.970	0.850	8.3422004	0.0000529	6003.37484	0.364	0.295	5.604	0.143	4.243
OGLE-LMC-CEP-3471	F	73.928205	-71.397750	15.134	15.881	0.747	3.8732090	0.0000065	6000.59798	0.481	0.426	4.638	0.218	3.055
OGLE-LMC-CEP-3472	1	74.007285	-71.406222	14.747	15.374	0.627	2.9678863	0.0000110	6001.89556	0.179	0.061	4.181	0.000	-99.99
OGLE-LMC-CEP-3473	F	74.010255	-71.483333	15.302	15.990	0.688	3.3744083	0.0000044	6001.88198	0.541	0.465	4.542	0.271	2.862
OGLE-LMC-CEP-3474	F	74.129910	-66.499806	14.720	15.438	0.718	5.2031456	0.0000154	6004.13515	0.524	0.445	4.899	0.179	3.398
OGLE-LMC-CEP-3475	1	74.137665	-66.004056	17.086	17.649	0.563	0.6043362	0.0000011	6000.16781	0.195	0.240	3.491	0.125	1.156
OGLE-LMC-CEP-3476	F1	74.217750	-66.382056	16.160	16.854	0.694	1.6442818	0.0000126	6000.90919	0.281	0.242	4.417	0.078	2.265
OGLE-LMC-CEP-3477	1	74.221710	-70.433167	15.931	17.292	1.361	4.0978095	0.0000311	6002.38267	0.238	0.169	4.565	0.073	1.990
OGLE-LMC-CEP-3478	F	74.224215	-69.379528	14.040	14.765	0.725	10.7796849	0.0006670	6001.94174	0.057	0.071	4.883	0.047	5.605
OGLE-LMC-CEP-3479	12	74.227245	-66.083806	16.846	17.331	0.485	0.5922761	0.0000010	6000.26373	0.267	0.169	3.215	0.120	1.008
OGLE-LMC-CEP-3480	F	74.250090	-66.459694	14.832	15.567	0.735	4.8570436	0.0000087	6004.54129	0.471	0.438	4.854	0.186	3.451
OGLE-LMC-CEP-3481	F	74.274705	-66.110833	15.184	15.877	0.693	3.3720017	0.0000035	6000.34786	0.573	0.429	4.469	0.243	2.722
OGLE-LMC-CEP-3482	2	74.419920	-66.204639	16.217	16.660	0.443	0.6956090	0.0000027	6000.47025	0.061	0.065	-99.99	0.000	-99.99
OGLE-LMC-CEP-3483	F1	74.422665	-72.264667	16.246	16.947	0.701	1.7620158	0.0000709	6000.91930	0.015	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-3484	F	74.460705	-71.426778	14.369	15.158	0.789	7.0647648	0.0000215	6002.32254	0.493	0.344	5.364	0.213	3.692
OGLE-LMC-CEP-3485	F	74.517870	-71.562306	14.972	15.617	0.645	4.0204310	0.0000073	6001.87951	0.391	0.450	4.757	0.201	3.125
OGLE-LMC-CEP-3486	F	74.570460	-66.148417	14.728	15.428	0.700	4.9732214	0.0000270	6004.28920	0.262	0.308	4.844	0.077	3.521
OGLE-LMC-CEP-3487	F	74.593665	-71.765056	14.117	14.841	0.724	7.4993657	0.0000731	6007.41860	0.518	0.352	5.085	0.192	3.136
OGLE-LMC-CEP-3488	12	74.684460	-72.861528	17.679	18.285	0.606	0.4301797	0.0000007	6000.18101	0.240	0.200	2.942	0.170	0.753
OGLE-LMC-CEP-3489	12	74.688795	-75.028056	16.327	16.945	0.618	1.0268391	0.0000175	6000.19452	0.237	0.263	4.044	0.136	2.013
OGLE-LMC-CEP-3490	1	74.722035	-71.591556	14.546	15.225	0.679	3.8485819	0.0000249	6003.02756	0.196	0.133	3.630	0.039	0.685
OGLE-LMC-CEP-3491	F	74.735415	-66.364167	15.511	16.144	0.633	2.5179835	0.0000043	6001.65792	0.466	0.462	4.381	0.219	2.588
OGLE-LMC-CEP-3492	1	74.804295	-66.378472	15.582	16.242	0.660	1.7398041	0.0000044	6001.61779	0.229	0.180	4.520	0.026	3.158
OGLE-LMC-CEP-3493	F	74.834835	-66.320333	15.328	15.996	0.668	3.0488805	0.0000036	6001.59984	0.476	0.443	4.509	0.240	2.798
OGLE-LMC-CEP-3494	1	74.835705	-72.591028	16.831	17.570	0.739	0.8211804	0.0000019	6000.57250	0.191	0.188	3.591	0.095	1.292
OGLE-LMC-CEP-3495	1	74.843250	-66.320000	15.080	15.811	0.731	2.5312579	0.0000097	6000.36751	0.121	0.078	5.242	0.000	-99.99
OGLE-LMC-CEP-3496	F	74.864160	-66.215833	15.376	16.113	0.737	3.0077217	0.0000061	6002.43274	0.410	0.402	4.509	0.197	2.768
OGLE-LMC-CEP-3497	1	74.884545	-74.786000	16.851	17.430	0.579	0.7044088	0.0000197	6000.36975	0.234	0.260	3.651	0.070	6.248
OGLE-LMC-CEP-3498	F	74.961120	-66.469806	16.305	16.971	0.666	1.6706583	0.0000041	6000.58304	0.213	0.287	4.274	0.106	2.484
OGLE-LMC-CEP-3499	F	74.993370	-66.211333	15.282	15.940	0.658	3.0007406	0.0000084	6002.75345	0.465	0.434	4.545	0.207	2.782
OGLE-LMC-CEP-3500	1	75.005250	-65.200389	16.869	17.473	0.604	0.6934795	0.0000011	6000.61069	0.193	0.184	3.116	0.143	0.805
OGLE-LMC-CEP-3501	1	75.027960	-65.269833	16.555	17.164	0.609	0.6601293	0.0000015	6000.04552	0.145	0.200	3.100	0.180	0.829
OGLE-LMC-CEP-3502	F	75.063420	-65.727417	15.148	15.849	0.701	3.5095094	0.0000037	6000.84600	0.563	0.472	4.611	0.277	2.987
OGLE-LMC-CEP-3503	1	75.063540	-72.265417	17.202	17.767	0.565	0.5092438	0.0000014	6000.35595	0.297	0.105	3.712	0.061	0.103
OGLE-LMC-CEP-3504	1	75.076170	-71.839889	14.626	15.311	0.685	1.6323150	0.0000050	6000.41017	0.194	0.247	4.573	0.062	2.794
OGLE-LMC-CEP-3505	F	75.078795	-66.423028	15.303	15.988	0.685	3.1276863	0.0000067	6001.94436	0.459	0.447	4.557	0.233	2.840
OGLE-LMC-CEP-3506	F	75.089505	-66.422528	15.413	16.145	0.732	3.0073795	0.0000084	6002.13416	0.337	0.378	4.520	0.176	2.846
OGLE-LMC-CEP-3507	F	75.092715	-71.433528	14.775	15.474	0.699	4.6783923	0.0000055	6004.15652	0.588	0.455	4.651	0.224	3.079
OGLE-LMC-CEP-3508	F1	75.186705	-65.814722	16.158	16.795	0.637	1.5608527	0.0000120	6001.35022	0.251	0.198	4.224	0.050	2.223
OGLE-LMC-CEP-3509	1	75.222705	-66.212583	17.726	18.279	0.553	0.3751880	0.0000007	6000.06406	0.172	0.189	2.146	0.174	6.024
OGLE-LMC-CEP-3510	1	75.252090	-66.170889	16.898	17.559	0.661	0.7401029	0.0000013	6000.16225	0.198	0.172	3.461	0.108	1.308
OGLE-LMC-CEP-3511	1	75.255540	-66.440556	15.564	16.243	0.679	1.7942106	0.0000047	6001.16453	0.178	0.156	4.706	0.023	3.783
OGLE-LMC-CEP-3512	1	75.260460	-66.259417	15.302	15.974	0.672	2.1320443	0.0000093	6000.06825	0.181	0.109	4.856	0.000	-99.99
OGLE-LMC-CEP-3513	1	75.272250	-66.334000	15.428	16.097	0.669	1.9287146	0.0000066	6001.34468	0.170	0.138	4.782	0.000	-99.99
OGLE-LMC-CEP-3514	F1	75.274995	-65.143972	16.099	16.776	0.677	1.8119860	0.0000193	6001.17168	0.088	0.092	3.835	0.000	-99.99
OGLE-LMC-CEP-3515	1	75.278745	-66.052750	16.126	16.720	0.594	1.0753880	0.0000009	6000.44189	0.324	0.265	4.017	0.077	1.890
OGLE-LMC-CEP-3516	1	75.328245	-66.137972	16.549	17.231	0.682	0.9983099	0.0000043	6000.84052	0.179	0.219	3.799	0.047	1.395
OGLE-LMC-CEP-3517	1	75.361920	-66.276194	15.815	16.369	0.554	1.3035211	0.0000024	6000.87612	0.250	0.200	4.241	0.061	2.130
OGLE-LMC-CEP-3518	F	75.400710	-71.327889	14.290	15.135	0.845	7.4902400	0.0001840	6002.55073	0.375	0.315	5.467	0.167	4.179
OGLE-LMC-CEP-3519	1	75.417915	-67.474778	17.083	17.554	0.471	0.5050243	0.0000007	6000.25932	0.282	0.147	3.479	0.100	0.721
OGLE-LMC-CEP-3520	F	75.427380	-66.248306	15.238	15.960	0.722	3.4785486	0.0000166	6002.17051	0.350	0.387	4.588	0.179	2.969
OGLE-LMC-CEP-3521	F	75.431205	-66.106306	14.994	15.658	0.664	3.7348483	0.0000080	6001.95971	0.551	0.427	4.558	0.229	2.905
OGLE-LMC-CEP-3522	F	75.458670	-71.963778	15.475	16.181	0.706	3.5469298	0.0000082	6000.01163	0.370	0.372	4.729	0.148	3.044
OGLE-LMC-CEP-3523	F	75.463125	-66.131611	15.501	16.207	0.706	2.7714725	0.0000065	6002.33369	0.368	0.390	4.436	0.180	2.700
OGLE-LMC-CEP-3524	1	75.518745	-66.566944	16.082	16.594	0.512	0.9549291	0.0000020	6000.31356	0.225	0.187	3.744	0.068	1.703
OGLE-LMC-CEP-3525	F	75.591210	-66.343389	14.883	15.593	0.710	4.6051325	0.0000093	6002.24827	0.406	0.402	4.820	0.153	3.315
OGLE-LMC-CEP-3526	F	75.595125	-64.649667	15.408	16.117	0.709	2.8918978	0.0000079	6000.44521	0.417	0.414	4.511	0.209	2.762
OGLE-LMC-CEP-3527	1	75.625005	-71.566556	14.602	15.205	0.603	3.3050806	0.0000107	6001.86453	0.232	0.091	3.479	0.046	6.242
OGLE-LMC-CEP-3528	F	75.648420	-66.350861	15.158	15.870	0.712	3.7057902	0.0000082	6000.82828	0.309	0.354	4.637	0.136	3.093
OGLE-LMC-CEP-3529	F	75.660585	-66.466528	15.353	16.073	0.720	3.1883493	0.0000104	6001.72681	0.234	0.310	4.524	0.101	2.898
OGLE-LMC-CEP-3530	F	75.682035	-66.195833	15.188	15.809	0.621	3.1679663	0.0000038	6002.34746	0.562	0.447	4.474	0.247	2.702
OGLE-LMC-CEP-3531	12	75.694830	-74.645778	16.923	17.563	0.640	0.6623364	0.0000077	6000.05436	0.257	0.177	2.768	0.237	0.744
OGLE-LMC-CEP-3532	1	75.717165	-66.407222	15.641	16.137	0.496	1.5288207	0.0000033	6000.55435	0.233	0.150	4.472	0.000	-99.99
OGLE-LMC-CEP-3533	F	75.718920	-71.700278	13.592	14.371	0.779	12.2486576	0.0000480	6007.26296	0.656	0.198	5.009	0.150	1.830
OGLE-LMC-CEP-3534	1	75.724290	-71.788194	15.596	16.282	0.686	1.8701736	0.0000056	6000.68239	0.171	0.129	5.029	0.034	5.051
OGLE-LMC-CEP-3535	F	75.733620	-66.336417	15.384	16.092	0.708	3.1489328	0.0000079	6001.87185	0.238	0.297	4.494	0.089	2.823
OGLE-LMC-CEP-3536	F	75.760545	-71.678167	15.456	16.076	0.620	2.6360766	0.0000025	6001.99482	0.579	0.446	4.353	0.233	2.455
OGLE-LMC-CEP-3537	1	75.791340	-74.777667	16.393	17.048	0.655	1.0874732	0.0000217	6000.59008	0.260	0.237	4.546	0.000	-99.99
OGLE-LMC-CEP-3538	1	75.860910	-65.143694	15.945	16.474	0.529	1.2797878	0.0000046	6000.29617	0.285	0.202	4.637	0.052	2.554
OGLE-LMC-CEP-3539	F	75.861705	-71.656028	15.213	15.907	0.694	3.4616701	0.0000048	6003.14368	0.530	0.429	4.538	0.236	2.857
OGLE-LMC-CEP-3540	1	75.878910	-64.456139	16.432	17.003	0.571	0.9558742	0.0000015	6000.75866	0.220	0.213	4.146	0.061	1.949
OGLE-LMC-CEP-3541	F	75.899505	-66.075583	14.488	15.223	0.735	5.6062582	0.0000195	6001.28574	0.398	0.372	4.866	0.126	3.401
OGLE-LMC-CEP-3542	1	75.900915	-65.928944	15.651	16.287	0.636	1.6362686	0.0000192	6001.41033	0.203	0.160	4.493	0.000	-99.99
OGLE-LMC-CEP-3543	F	75.933000	-65.752694	15.491	16.184	0.693	2.6152911	0.0000039	6001.08508	0.471	0.456	4.474	0.244	2.702
OGLE-LMC-CEP-3544	F	75.938370	-65.823028	15.168	15.888	0.720	3.6495558	0.0000055	6001.68982	0.577	0.462	4.605	0.255	2.965
OGLE-LMC-CEP-3545	F	75.947670	-66.260528	15.076	15.780	0.704	3.6851943	0.0000043	6002.77020	0.502	0.440	4.607	0.235	3.002
OGLE-LMC-CEP-3546	F	75.999285	-66.107167	15.399	16.082	0.683	2.8991703	0.0000043	6001.76243	0.452	0.434	4.528	0.227	2.811
OGLE-LMC-CEP-3547	12	76.012965	-62.554222	17.069	17.357	0.288	0.6759247	0.0000023	6000.33656	0.197	0.163	4.462	0.000	-99.99
OGLE-LMC-CEP-3548	F	76.018080	-66.279806	15.323	15.999	0.676	3.0954473	0.0000039	6000.49057	0.427	0.450	4.531	0.236	2.856
OGLE-LMC-CEP-3549	F	76.021710	-66.296972	15.317	16.042	0.725	3.3779722	0.0000066	6000.81521	0.324	0.373	4.606	0.158	2.954
OGLE-LMC-CEP-3550	F	76.032540	-65.789528	14.846	15.606	0.760	4.8192813	0.0000158	6003.43822	0.281	0.323	4.840	0.091	3.465
OGLE-LMC-CEP-3551	1	76.052790	-65.493944	15.053	15.756	0.703	2.5860224	0.0000080	6000.46047	0.203	0.070	4.255	0.000	-99.99
OGLE-LMC-CEP-3552	F	76.071465	-66.208917	15.377	16.106	0.729	3.1401057	0.0000069	6000.89593	0.304	0.359	4.562	0.147	2.863
OGLE-LMC-CEP-3553	F	76.076250	-70.585028	14.274	15.145	0.871	7.9958294	0.0002468	6001.92707	0.036	0.042	-99.99	0.000	-99.99
OGLE-LMC-CEP-3554	F	76.096620	-66.525250	15.008	15.803	0.795	4.4842231	0.0000189	6003.09532	0.286	0.333	4.802	0.090	3.353
OGLE-LMC-CEP-3555	1	76.106745	-65.821944	14.950	15.559	0.609	2.5469792	0.0000118	6000.14892	0.189	0.035	4.683	0.024	5.603
OGLE-LMC-CEP-3556	F	76.111710	-66.128778	15.414	16.134	0.720	2.9995258	0.0000076	6000.37143	0.252	0.270	4.687	0.091	-99.99
OGLE-LMC-CEP-3557	F	76.113375	-71.982194	14.890	15.685	0.795	4.7176561	0.0000367	6000.01392	0.185	0.235	4.636	0.042	3.161
OGLE-LMC-CEP-3558	F	76.114170	-71.903333	15.298	16.081	0.783	3.4908313	0.0000183	6003.28857	0.249	0.302	4.615	0.103	2.866
OGLE-LMC-CEP-3559	1	76.137090	-73.156194	14.476	15.158	0.682	4.0991032	0.0000262	6003.75789	0.237	0.247	4.048	0.093	1.499
OGLE-LMC-CEP-3560	F	76.183965	-66.030528	14.789	15.559	0.770	4.7520041	0.0000309	6002.91892	0.180	0.219	4.653	0.046	3.074
OGLE-LMC-CEP-3561	1	76.189920	-66.330278	15.235	15.821	0.586	1.9442531	0.0000099	6001.18378	0.134	0.057	4.714	0.000	-99.99
OGLE-LMC-CEP-3562	1	76.201875	-66.360917	15.155	15.810	0.655	2.2804671	0.0000377	6001.92109	0.186	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-3563	1	76.224285	-64.461944	18.112	18.579	0.467	0.2537228	0.0000003	6000.06775	0.181	0.116	2.188	0.093	5.528
OGLE-LMC-CEP-3564	F	76.230660	-66.003417	15.043	15.799	0.756	3.9163668	0.0000101	6003.25509	0.433	0.431	4.697	0.207	3.144
OGLE-LMC-CEP-3565	F	76.235160	-65.607167	13.948	14.690	0.742	8.1267407	0.0000271	6006.83581	0.503	0.321	5.384	0.201	3.737
OGLE-LMC-CEP-3566	F	76.238040	-71.895472	14.067	14.825	0.758	7.8330244	0.0000264	6000.92038	0.509	0.317	5.340	0.230	3.666
OGLE-LMC-CEP-3567	F	76.262085	-65.619944	15.435	16.089	0.654	2.7012919	0.0000044	6002.52433	0.532	0.467	4.464	0.254	2.703
OGLE-LMC-CEP-3568	F	76.262130	-66.419194	15.383	16.015	0.632	2.6822959	0.0000024	6000.45717	0.651	0.483	4.357	0.270	2.507
OGLE-LMC-CEP-3569	1	76.272660	-69.406778	17.847	18.564	0.717	0.3738634	0.0000017	6000.27389	0.123	0.089	-99.99	0.000	-99.99
OGLE-LMC-CEP-3570	F	76.307715	-66.108028	15.243	15.897	0.654	3.1289860	0.0000070	6000.20848	0.566	0.450	4.501	0.256	2.763
OGLE-LMC-CEP-3571	1	76.320585	-65.293556	15.939	16.500	0.561	1.3143052	0.0000034	6000.96800	0.241	0.199	4.503	0.037	2.538
OGLE-LMC-CEP-3572	F	76.323330	-65.502639	15.342	16.068	0.726	3.1394459	0.0000077	6002.60587	0.269	0.334	4.471	0.115	2.772
OGLE-LMC-CEP-3573	1	76.350120	-74.035028	15.691	16.280	0.589	1.6891877	0.0000061	6000.17809	0.286	0.162	4.873	0.000	-99.99
OGLE-LMC-CEP-3574	F	76.386960	-65.985083	13.856	14.452	0.596	11.3220933	0.0005281	6005.40200	0.065	0.054	4.226	0.000	-99.99
OGLE-LMC-CEP-3575	F	76.408875	-71.787000	15.143	15.808	0.665	3.4266701	0.0000038	6002.89876	0.640	0.467	4.507	0.289	2.777
OGLE-LMC-CEP-3576	F	76.421910	-65.985111	15.120	15.827	0.707	3.5992724	0.0000054	6000.83726	0.447	0.446	4.638	0.233	3.025
OGLE-LMC-CEP-3577	2	76.438875	-71.334861	16.101	16.570	0.469	0.8123186	0.0000092	6000.78815	0.022	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-3578	F	76.449090	-65.727833	15.207	15.880	0.673	3.2071466	0.0000035	6002.94718	0.534	0.459	4.530	0.255	2.824
OGLE-LMC-CEP-3579	1	76.480785	-65.966028	14.549	15.297	0.748	4.1032762	0.0000101	6001.55736	0.323	0.249	4.729	0.089	2.642
OGLE-LMC-CEP-3580	1	76.485045	-66.333306	17.203	17.795	0.592	0.5911409	0.0000009	6000.07088	0.230	0.203	2.976	0.189	0.850
OGLE-LMC-CEP-3581	1	76.485465	-64.657583	15.355	15.910	0.555	1.8039528	0.0000233	6000.55876	0.058	0.068	4.190	0.000	-99.99
OGLE-LMC-CEP-3582	1	76.507125	-65.774917	15.364	15.926	0.562	1.8146216	0.0000038	6001.25906	0.259	0.175	4.593	0.038	3.095
OGLE-LMC-CEP-3583	F	76.521540	-64.838139	14.837	15.561	0.724	4.4807047	0.0000104	6000.43001	0.488	0.452	4.795	0.213	3.339
OGLE-LMC-CEP-3584	F	76.569120	-66.220472	14.800	15.520	0.720	4.6621290	0.0000141	6002.34151	0.490	0.433	4.790	0.188	3.280
OGLE-LMC-CEP-3585	1	76.607880	-66.321778	15.160	15.771	0.611	2.6845759	0.0000209	6002.01295	0.280	0.246	4.041	0.088	1.559
OGLE-LMC-CEP-3586	F	76.611795	-66.211278	14.998	15.787	0.789	4.3256195	0.0000243	6000.21511	0.274	0.320	4.707	0.106	3.256
OGLE-LMC-CEP-3587	F	76.614915	-71.774278	14.523	15.176	0.653	5.1955304	0.0000140	6002.44024	0.454	0.396	4.708	0.160	3.119
OGLE-LMC-CEP-3588	1	76.656255	-65.985806	16.028	16.653	0.625	1.2378328	0.0000123	6000.84098	0.129	0.123	4.199	0.029	-99.99
OGLE-LMC-CEP-3589	1	76.678620	-71.687806	15.630	16.340	0.710	1.8069302	0.0000061	6001.56863	0.146	0.119	4.825	0.000	-99.99
OGLE-LMC-CEP-3590	F	76.717170	-66.358083	15.375	16.158	0.783	3.3283400	0.0000066	6000.95557	0.381	0.403	4.586	0.182	2.910
OGLE-LMC-CEP-3591	12	76.732125	-65.621389	17.577	18.219	0.642	0.4520295	0.0000006	6000.06688	0.247	0.182	2.198	0.186	0.197
OGLE-LMC-CEP-3592	F	76.755840	-66.182667	15.296	15.947	0.651	3.0007141	0.0000041	6001.77315	0.561	0.436	4.415	0.247	2.634
OGLE-LMC-CEP-3593	1	76.772415	-66.320500	15.507	16.053	0.546	1.5500713	0.0000026	6000.52234	0.307	0.241	4.407	0.088	2.617
OGLE-LMC-CEP-3594	F	76.785870	-71.981944	16.239	16.808	0.569	1.4650261	0.0000009	6000.82343	0.663	0.450	4.139	0.281	1.954
OGLE-LMC-CEP-3595	1	76.805535	-66.498111	14.738	15.404	0.666	3.1870019	0.0000152	6002.34009	0.216	0.130	3.493	0.078	0.575
OGLE-LMC-CEP-3596	1	76.827795	-65.434167	15.423	15.949	0.526	1.6791189	0.0000023	6000.27046	0.304	0.231	4.360	0.063	2.785
OGLE-LMC-CEP-3597	F	76.830000	-66.220778	14.832	15.571	0.739	4.8711085	0.0000168	6003.20831	0.469	0.448	4.907	0.181	3.449
OGLE-LMC-CEP-3598	F	76.832085	-66.276583	15.202	15.893	0.691	3.4121111	0.0000045	6002.43123	0.543	0.448	4.575	0.252	2.919
OGLE-LMC-CEP-3599	1	76.832790	-66.084556	16.762	17.367	0.605	0.7791513	0.0000018	6000.72069	0.183	0.192	3.467	0.113	1.172
OGLE-LMC-CEP-3600	1	76.854255	-66.400000	15.291	15.912	0.621	1.8215414	0.0000051	6000.36609	0.241	0.195	4.383	0.032	2.515
OGLE-LMC-CEP-3601	F	76.878915	-71.741861	15.196	15.859	0.663	3.2605299	0.0000050	6001.71028	0.469	0.354	4.441	0.172	2.654
OGLE-LMC-CEP-3602	1	76.886670	-66.328444	16.155	16.778	0.623	1.1609507	0.0000027	6001.02476	0.208	0.181	4.213	0.036	1.714
OGLE-LMC-CEP-3603	F	76.911840	-66.020389	15.326	16.076	0.750	3.3274081	0.0000073	6000.98734	0.363	0.403	4.600	0.191	2.980
OGLE-LMC-CEP-3604	F	76.918335	-65.750167	15.330	15.952	0.622	2.6972409	0.0000027	6001.41486	0.665	0.479	4.330	0.267	2.429
OGLE-LMC-CEP-3605	F	76.919835	-65.869056	15.171	15.874	0.703	3.5406962	0.0000046	6001.25210	0.455	0.437	4.622	0.226	3.000
OGLE-LMC-CEP-3606	1	76.931715	-64.450806	16.212	16.828	0.616	1.1141815	0.0000021	6000.91594	0.199	0.186	4.126	0.047	1.974
OGLE-LMC-CEP-3607	F	76.938210	-66.109250	15.371	16.098	0.727	3.0622945	0.0000044	6002.83691	0.448	0.447	4.529	0.228	2.827
OGLE-LMC-CEP-3608	1	76.948245	-66.377972	15.622	16.279	0.657	1.7099507	0.0000107	6000.29139	0.121	0.117	5.027	0.000	-99.99
OGLE-LMC-CEP-3609	F	76.953840	-66.486889	15.158	15.832	0.674	3.2645118	0.0000038	6002.80131	0.540	0.457	4.512	0.260	2.814
OGLE-LMC-CEP-3610	F	76.960035	-65.624833	15.541	16.174	0.633	2.4676307	0.0000058	6001.21817	0.476	0.455	4.448	0.239	2.662
OGLE-LMC-CEP-3611	F	77.009085	-71.960722	13.125	13.996	0.871	15.6453659	0.0001199	6003.80245	0.655	0.242	5.081	0.153	2.502
OGLE-LMC-CEP-3612	12	77.041125	-66.480528	16.553	17.105	0.552	0.7051633	0.0000010	6000.19543	0.278	0.177	2.959	0.158	0.662
OGLE-LMC-CEP-3613	F	77.070915	-65.483222	15.023	15.774	0.751	3.9521760	0.0000073	6000.63523	0.481	0.444	4.696	0.225	3.147
OGLE-LMC-CEP-3614	1	77.071335	-71.911333	14.744	15.344	0.600	3.1574584	0.0000365	6001.08225	0.247	0.117	3.700	0.050	6.106
OGLE-LMC-CEP-3615	12	77.083080	-66.216000	17.824	18.335	0.511	0.3206444	0.0000004	6000.09636	0.180	0.091	4.307	0.000	-99.99
OGLE-LMC-CEP-3616	F	77.115960	-71.777972	15.421	16.116	0.695	2.7748067	0.0000037	6000.40065	0.627	0.491	4.411	0.286	2.608
OGLE-LMC-CEP-3617	1	77.122170	-71.871000	15.040	15.706	0.666	2.4992253	0.0000139	6000.89522	0.211	0.048	5.423	0.029	5.285
OGLE-LMC-CEP-3618	1	77.156955	-65.998667	16.418	17.055	0.637	0.9643938	0.0000017	6000.67154	0.175	0.191	3.854	0.059	1.627
OGLE-LMC-CEP-3619	F	77.190045	-65.661167	15.266	15.927	0.661	3.0913774	0.0000049	6000.66363	0.398	0.421	4.535	0.208	2.797
OGLE-LMC-CEP-3620	F	77.203545	-65.530444	14.794	15.589	0.795	5.0517228	0.0000140	6001.78674	0.324	0.361	4.937	0.107	3.621
OGLE-LMC-CEP-3621	F	77.209290	-66.165861	15.077	15.841	0.764	3.9649597	0.0000097	6001.06931	0.338	0.376	4.645	0.160	3.123
OGLE-LMC-CEP-3622	1	77.211285	-66.290056	15.393	16.090	0.697	2.0569918	0.0000089	6000.01125	0.191	0.111	4.799	0.016	5.815
OGLE-LMC-CEP-3623	F	77.233920	-71.421083	16.501	17.068	0.567	1.2031492	0.0000005	6000.43416	0.656	0.485	4.016	0.287	1.896
OGLE-LMC-CEP-3624	F	77.237835	-65.896639	15.185	15.832	0.647	3.2706692	0.0000042	6001.93624	0.553	0.454	4.537	0.260	2.855
OGLE-LMC-CEP-3625	1	77.242920	-73.859389	16.521	17.169	0.648	1.0227060	0.0000042	6000.90629	0.286	0.267	4.419	0.062	2.283
OGLE-LMC-CEP-3626	F	77.246535	-71.647917	14.976	15.567	0.591	2.8951309	0.0000111	6000.68409	0.263	0.277	4.066	0.099	1.771
OGLE-LMC-CEP-3627	1	77.261910	-74.667444	16.297	16.996	0.699	1.1293913	0.0000120	6000.61202	0.218	0.186	4.263	0.000	-99.99
OGLE-LMC-CEP-3628	F	77.265465	-65.778167	15.286	16.061	0.775	3.6302287	0.0000121	6003.03752	0.221	0.288	4.623	0.086	3.049
OGLE-LMC-CEP-3629	F	77.279835	-66.472083	15.190	15.895	0.705	3.3237534	0.0000037	6002.34810	0.454	0.444	4.594	0.231	2.939
OGLE-LMC-CEP-3630	F	77.281215	-66.155611	15.401	16.100	0.699	2.9639481	0.0000038	6000.32983	0.474	0.472	4.552	0.252	2.841
OGLE-LMC-CEP-3631	1	77.303505	-66.169389	15.369	16.060	0.691	2.0351798	0.0000103	6000.80638	0.180	0.121	4.627	0.000	-99.99
OGLE-LMC-CEP-3632	1	77.316255	-66.274861	16.176	16.849	0.673	1.2124765	0.0000023	6000.85754	0.240	0.209	4.400	0.061	2.209
OGLE-LMC-CEP-3633	1	77.319090	-64.702861	15.016	15.498	0.482	2.0886048	0.0000066	6000.20506	0.269	0.156	4.627	0.000	-99.99
OGLE-LMC-CEP-3634	1	77.381415	-65.448889	15.236	15.902	0.666	2.3241009	0.0000082	6001.54409	0.257	0.090	4.866	0.015	5.178
